ArrayID	c Tissue
GSM475705	frozen tissue
GSM475707	frozen tissue
GSM475671	frozen tissue
GSM475683	frozen tissue
GSM475746	frozen tissue
GSM475737	frozen tissue
GSM475787	frozen tissue
GSM475668	frozen tissue
GSM475776	frozen tissue
GSM475662	frozen tissue
GSM475796	frozen tissue
GSM475758	frozen tissue
GSM475795	frozen tissue
GSM475770	frozen tissue
GSM475750	frozen tissue
GSM475718	frozen tissue
GSM475784	frozen tissue
GSM475679	frozen tissue
GSM475727	frozen tissue
GSM475798	frozen tissue
GSM475684	frozen tissue
GSM475719	frozen tissue
GSM339725	MCF7 cells treated with 2uM Sangivamycin
GSM339727	MCF7 cells treated with 2uM Doxorubicin
GSM339723	MCF7 cells treated with 2uM ARC
GSM339721	MCF7 cells from controls
GSM339765	MCF7 cells treated with 2uM Doxorubicin
GSM339724	MCF7 cells treated with 2uM ARC
GSM339722	MCF7 cells from controls
GSM339726	MCF7 cells treated with 2uM Sangivamycin
GSM299428	skin
GSM299426	skin
GSM299431	skin
GSM299423	skin
GSM299429	skin
GSM299425	skin
GSM299433	skin
GSM299434	skin
GSM299424	skin
GSM299432	skin
GSM299427	skin
GSM299435	skin
GSM299430	skin
GSM323169	Outgrowth endothelial cell
GSM323168	endothelial progenitor cell
GSM217879	melanoma cells
GSM217878	melanoma cells
GSM217877	melanoma cells
GSM217875	melanoma cells
GSM217874	melanoma cells
GSM217876	melanoma cells
GSM183466	Macrophages
GSM183165	Macrophages
GSM183315	Macrophages
GSM183305	Macrophages
GSM183193	Macrophages
GSM183217	Macrophages
GSM183467	Macrophages
GSM183316	Macrophages
GSM183209	Macrophages
GSM183484	Macrophages
GSM183392	Macrophages
GSM183485	Macrophages
GSM183196	Macrophages
GSM183463	Macrophages
GSM183462	Macrophages
GSM183464	Macrophages
GSM183306	Macrophages
GSM183486	Macrophages
GSM183483	Macrophages
GSM183482	Macrophages
GSM183487	Macrophages
GSM183201	Macrophages
GSM183393	Macrophages
GSM183465	Macrophages
GSM183394	Macrophages
GSM183611	placenta with acute malaria
GSM183617	placenta with chronic malaria
GSM183613	placenta with acute malaria
GSM183623	placenta without malaria
GSM183621	placenta without malaria
GSM183610	placenta with chronic malaria
GSM183618	placenta with acute malaria
GSM183615	placenta with chronic malaria
GSM183624	placenta without malaria
GSM183614	placenta with chronic malaria
GSM183607	placenta without malaria
GSM183616	placenta with chronic malaria
GSM183606	placenta without malaria
GSM183608	placenta without malaria
GSM183612	placenta with chronic malaria
GSM183609	placenta without malaria
GSM183622	placenta without malaria
GSM183620	placenta without malaria
GSM183605	placenta without malaria
GSM183619	placenta with chronic malaria
GSM275236	2509
GSM275131	1449
GSM275231	2515
GSM275241	2503
GSM275281	2814
GSM275226	2600
GSM275196	2
GSM275265	1867
GSM275288	2479
GSM275250	2487
GSM275185	1292
GSM275232	2514
GSM275268	1623
GSM275278	1096
GSM275160	61
GSM275092	1277
GSM275133	1451
GSM275248	2490
GSM275179	1628
GSM275148	66
GSM275115	1225
GSM275187	1206
GSM275249	2488
GSM275126	1293
GSM275157	1761
GSM361239	DLBCL-C CD19-
GSM275198	1220
GSM274966	623
GSM275135	1553
GSM275260	2067
GSM275130	1337
GSM275102	118
GSM275108	1169
GSM275251	2486
GSM275305	2601
GSM275156	1756
GSM275079	1185
GSM275078	1184
GSM275272	1224
GSM361240	DLBCL-C CD19+
GSM275047	306
GSM275269	1288
GSM275084	1211
GSM275080	1186
GSM275275	1168
GSM275113	1766
GSM275142	1704
GSM275081	1187
GSM275286	1297
GSM275263	1920
GSM275170	53
GSM275215	2649
GSM275117	1228
GSM275287	1294
GSM275127	1334
GSM275120	1232
GSM275159	1763
GSM275128	1335
GSM275230	2516
GSM275307	2612
GSM275304	1939
GSM275266	1861
GSM275103	119
GSM275244	2498
GSM274990	792
GSM275299	2283
GSM275289	2415
GSM275221	2641
GSM275284	1618
GSM275140	1702
GSM275154	1620
GSM275223	2609
GSM275151	1089
GSM275114	1219
GSM275096	1291
GSM361241	DLBCL-B CD19-
GSM275261	1928
GSM275199	1216
GSM275059	683
GSM275271	1230
GSM275165	1652
GSM275186	1197
GSM275216	2648
GSM275094	1284
GSM275162	1295
GSM275153	1613
GSM275214	2650
GSM275122	1236
GSM275167	21
GSM275292	2610
GSM275166	24
GSM275213	2651
GSM275220	2642
GSM275149	96
GSM275234	2512
GSM275175	107
GSM274915	1002
GSM275082	1189
GSM275258	23
GSM275118	1215
GSM275270	1231
GSM275246	2492
GSM275254	2483
GSM275240	2504
GSM275222	2639
GSM361242	DLBCL-B CD19+
GSM275225	2603
GSM275150	97
GSM275089	1271
GSM275024	309
GSM275210	2654
GSM275203	1087
GSM274951	412
GSM275091	1275
GSM275262	1927
GSM275267	1747
GSM275201	1097
GSM275181	1298
GSM275247	2491
GSM275291	2614
GSM275195	2002
GSM275264	1916
GSM275282	2813
GSM275137	1645
GSM274989	758
GSM275256	2445
GSM275172	98
GSM275302	2270
GSM275182	1614
GSM274987	749
GSM275283	2613
GSM275280	1091
GSM275206	5
GSM275101	115
GSM275306	2615
GSM275192	22
GSM275119	1221
GSM275218	2645
GSM275277	1098
GSM275301	2271
GSM275136	1619
GSM275088	1255
GSM275138	1647
GSM275145	1742
GSM275294	2318
GSM275207	48
GSM275171	95
GSM275158	1762
GSM275085	1222
GSM275106	1173
GSM275161	1200
GSM275237	2508
GSM275208	3
GSM274924	304
GSM275139	1651
GSM275259	2070
GSM275217	2646
GSM275176	108
GSM275276	1109
GSM275100	114
GSM275086	1251
GSM275189	41
GSM275163	1296
GSM275097	104
GSM275141	1703
GSM275124	1240
GSM275107	1172
GSM274938	305
GSM275191	110
GSM275109	1167
GSM274940	537
GSM275293	2321
GSM275123	1238
GSM275152	1099
GSM361244	DLBCL-A CD19-
GSM275297	2306
GSM275087	1252
GSM275227	2599
GSM275255	2482
GSM275308	2291
GSM275023	851
GSM275019	1058
GSM275112	1746
GSM275116	1226
GSM275273	1195
GSM275239	2505
GSM275143	1705
GSM275121	1233
GSM275197	1782
GSM275242	2501
GSM275243	2500
GSM275098	106
GSM275212	2652
GSM275300	2274
GSM275193	2162
GSM275184	1617
GSM275111	1101
GSM274992	797
GSM275200	1108
GSM275178	49
GSM275209	28
GSM275168	26
GSM275298	2299
GSM275125	1241
GSM275083	1190
GSM275303	2611
GSM361243	DLBCL-A CD19+
GSM275110	1164
GSM275095	1290
GSM275229	2517
GSM275190	111
GSM275144	1707
GSM275204	1281
GSM275252	2485
GSM275238	2507
GSM275134	1453
GSM275233	2513
GSM275296	2309
GSM275235	2511
GSM275090	1272
GSM275257	2444
GSM275004	818
GSM275274	1175
GSM275183	1289
GSM275146	1788
GSM275279	1093
GSM275295	2311
GSM275205	2301
GSM275147	65
GSM275164	1331
GSM275076	1179
GSM275188	1192
GSM275104	1454
GSM275253	2484
GSM275177	109
GSM275105	1239
GSM275290	2411
GSM275211	2653
GSM275129	1336
GSM275219	2643
GSM275099	113
GSM275245	2497
GSM275077	1181
GSM275194	2006
GSM274903	745
GSM275048	310
GSM275093	1279
GSM275132	1450
GSM275155	1650
GSM275174	103
GSM275224	2604
GSM275285	1612
GSM275228	2584
GSM275202	1092
GSM275173	99
GSM275169	47
GSM275180	1626
GSM275687	MRC5 primary lung fibroblasts, untreated
GSM275689	PGF B-lypmoblastoids, untreated
GSM275688	MRC5 primary lung fibroblasts, IFN gamma treated
GSM371795	stored and frozen Bone Marrow cells
GSM371791	stored and frozen Bone Marrow cells
GSM371810	stored and frozen Bone Marrow cells
GSM371793	stored and frozen Bone Marrow cells
GSM371789	stored and frozen Bone Marrow cells
GSM371802	stored and frozen Bone Marrow cells
GSM371800	stored and frozen Bone Marrow cells
GSM371783	stored and frozen Bone Marrow cells
GSM371807	stored and frozen Bone Marrow cells
GSM371797	stored and frozen Bone Marrow cells
GSM371815	stored and frozen Peripheral Blood cells
GSM371812	stored and frozen Bone Marrow cells
GSM371818	stored and frozen Bone Marrow cells
GSM371798	stored and frozen Bone Marrow cells
GSM371811	stored and frozen Bone Marrow cells
GSM371790	stored and frozen Bone Marrow cells
GSM371806	stored and frozen Bone Marrow cells
GSM371813	stored and frozen Bone Marrow cells
GSM371820	stored and frozen Bone Marrow cells
GSM371794	stored and frozen Peripheral Blood cells
GSM371804	stored and frozen Bone Marrow cells
GSM371781	stored and frozen Peripheral Blood cells
GSM371816	stored and frozen Bone Marrow cells
GSM371788	stored and frozen Peripheral Blood cells
GSM371784	stored and frozen Bone Marrow cells
GSM371809	stored and frozen Peripheral Blood cells
GSM371796	stored and frozen Bone Marrow cells
GSM371787	stored and frozen Bone Marrow cells
GSM371782	stored and frozen Bone Marrow cells
GSM371792	stored and frozen Bone Marrow cells
GSM371805	stored and frozen Bone Marrow cells
GSM371819	stored and frozen Bone Marrow cells
GSM371814	stored and frozen Bone Marrow cells
GSM371799	stored and frozen Bone Marrow cells
GSM371801	stored and frozen Bone Marrow cells
GSM371785	stored and frozen Bone Marrow cells
GSM371786	stored and frozen Bone Marrow cells
GSM371808	stored and frozen Bone Marrow cells
GSM371817	stored and frozen Bone Marrow cells
GSM371803	stored and frozen Peripheral Blood cells
GSM257525	vector control cells, biological rep1
GSM257526	YAP-overexpressing cells, biological rep1
GSM257528	YAP-overexpressing cells, biological rep2
GSM257527	vector control cells, biological rep2
GSM115518	MCF-10F cells transformed by 17-beta-estradiol
GSM115510	breast epithelial cells derived from fibroadenoma
GSM115513	MCF-10F cells transformed by 17-beta-estradiol
GSM115512	breast epithelial cells derived from fibroadenoma
GSM115511	breast epithelial cells derived from fibroadenoma
GSM115514	MCF-10F cells transformed by 17-beta-estradiol
GSM115521	MCF-10F cells transformed by 17-beta-estradiol
GSM115517	MCF-10F cells transformed by 17-beta-estradiol
GSM115519	MCF-10F cells transformed by 17-beta-estradiol
GSM115516	MCF-10F cells transformed by 17-beta-estradiol
GSM115515	MCF-10F cells transformed by 17-beta-estradiol
GSM115520	MCF-10F cells transformed by 17-beta-estradiol
GSM329158	HepG2/C3A cells cultured for 42 h in complete DMEM (+Leu#2)
GSM329154	HepG2/C3A cells cultured for 42 h in leucine-devoid DMEM (-Leu#1)
GSM329159	HepG2/C3A cells cultured for 42 h in complete DMEM (+Leu#3)
GSM329157	HepG2/C3A cells cultured for 42 h in leucine-devoid DMEM (-Leu#3)
GSM329153	HepG2/C3A cells cultured for 42 h in complete DMEM (+Leu#1)
GSM329156	HepG2/C3A cells cultured for 42 h in leucine-devoid DMEM (-Leu#2)
GSM187373	Untreated LNCaP cells stimulated with DHT, biological replicate 3
GSM187370	Untreated LNCaP cells not stimulated with DHT, biological replicate 2
GSM187371	Untreated LNCaP cells stimulated with DHT, biological replicate 1
GSM187379	Polyamide 1 treated LNCaP cells not stimulated with DHT, biological replicate 3
GSM187375	Bicalutamide treated LNCaP cells not stimulated with DHT, biological replicate 2
GSM187377	Polyamide 1 treated LNCaP cells not stimulated with DHT, biological replicate 1
GSM187381	Polyamide 2 treated LNCaP cells not stimulated with DHT, biological replicate 2
GSM187372	Untreated LNCaP cells stimulated with DHT, biological replicate 2
GSM187382	Polyamide 2 treated LNCaP cells not stimulated with DHT, biological replicate 3
GSM187376	Bicalutamide treated LNCaP cells not stimulated with DHT, biological replicate 3
GSM187378	Polyamide 1 treated LNCaP cells not stimulated with DHT, biological replicate 2
GSM187369	Untreated LNCaP cells not stimulated with DHT, biological replicate 1
GSM187374	Bicalutamide treated LNCaP cells not stimulated with DHT, biological replicate 1
GSM187380	Polyamide 2 treated LNCaP cells not stimulated with DHT, biological replicate 1
GSM241380	rhesus macaques pancreas
GSM241379	rhesus macaques fibroblasts
GSM241383	rhesus macaques testis
GSM241385	rhesus macaques thymus
GSM241382	rhesus macaques testis
GSM241381	rhesus macaques pancreas
GSM241377	rhesus macaques cerebral cortex
GSM241376	rhesus macaques cerebral cortex
GSM241384	rhesus macaques thymus
GSM241378	rhesus macaques fibroblasts
GSM101304	Human muscle (vastus laterlis)
GSM101299	Human muscle (vastus laterlis)
GSM101303	Human muscle (vastus laterlis)
GSM101302	Human muscle (vastus laterlis)
GSM101300	Human muscle (vastus laterlis)
GSM101301	Human muscle (vastus laterlis)
GSM151962	Whole blood - Autism no regression, Male
GSM152006	Whole blood - General population, Male
GSM151999	Whole blood - General population, Male
GSM151989	Whole blood - Autism with regression, Female
GSM151979	Whole blood - Autism with regression, Male
GSM151987	Whole blood - Autism with regression, Male
GSM151980	Whole blood - Autism with regression, Male
GSM151965	Whole blood - Autism no regression, Male
GSM151973	Whole blood - Autism no regression, Male
GSM151996	Whole blood - Autism with regression, Female
GSM152007	Whole blood - General population, Female
GSM152009	Whole blood - mental retardation or developmental delay, Female
GSM152012	Whole blood - mental retardation or developmental delay, Male
GSM151998	Whole blood - General population, Male
GSM151970	Whole blood - Autism no regression, Female
GSM151966	Whole blood - Autism no regression, Male
GSM152017	Whole blood - mental retardation or developmental delay, Female
GSM152002	Whole blood - General population, Male
GSM152001	Whole blood - General population, Female
GSM151984	Whole blood - Autism with regression, Male
GSM151969	Whole blood - Autism no regression, Male
GSM151990	Whole blood - Autism with regression, Male
GSM151963	Whole blood - Autism no regression, Male
GSM151995	Whole blood - Autism with regression, Male
GSM151972	Whole blood - Autism no regression, Male
GSM151975	Whole blood - Autism no regression, Female
GSM152016	Whole blood - mental retardation or developmental delay, Male
GSM151968	Whole blood - Autism no regression, Female
GSM151993	Whole blood - Autism with regression, Male
GSM152004	Whole blood - General population, Male
GSM152015	Whole blood - mental retardation or developmental delay, Male
GSM151988	Whole blood - Autism with regression, Male
GSM152010	Whole blood - mental retardation or developmental delay, Female
GSM152000	Whole blood - General population, Female
GSM151974	Whole blood - Autism no regression, Male
GSM151985	Whole blood - Autism with regression, Male
GSM151981	Whole blood - Autism with regression, Male
GSM151983	Whole blood - Autism with regression, Male
GSM152005	Whole blood - General population, Male
GSM152014	Whole blood - mental retardation or developmental delay, Male
GSM151997	Whole blood - General population, Male
GSM151964	Whole blood - Autism no regression, Male
GSM151994	Whole blood - Autism with regression, Male
GSM152011	Whole blood - mental retardation or developmental delay, Male
GSM151991	Whole blood - Autism with regression, Male
GSM151977	Whole blood - Autism no regression, Male
GSM151976	Whole blood - Autism no regression, Male
GSM151967	Whole blood - Autism no regression, Male
GSM151982	Whole blood - Autism with regression, Male
GSM151986	Whole blood - Autism with regression, Male
GSM152003	Whole blood - General population, Male
GSM152013	Whole blood - mental retardation or developmental delay, Male
GSM151978	Whole blood - Autism no regression, Male
GSM151992	Whole blood - Autism with regression, Male
GSM151971	Whole blood - Autism no regression, Male
GSM152008	Whole blood - General population, Male
GSM194085	mesenchymal stem cells, lot#4F0591, 7th passage
GSM194094	mesenchymal stem cells, lot#4F0312, 28th passage
GSM194093	mesenchymal stem cells, lot#5F0138, 24th passage
GSM194090	mesenchymal stem cells, lot#4F0591, 9th passage
GSM194078	mesenchymal stem cells, lot#4F0591, 4th passage
GSM194091	mesenchymal stem cells, lot#4F0760, 9th passage
GSM194088	mesenchymal stem cells, lot#5F0138, 9th passage
GSM194092	mesenchymal stem cells, lot#4F1127, 22nd passage
GSM194089	mesenchymal stem cells, lot#4F1560, 9th passage
GSM194082	mesenchymal stem cells, lot#4F0312, 7th passage
GSM194096	mesenchymal stem cells, lot#4F0591, 28th passage
GSM194084	mesenchymal stem cells, lot#4F1560, 7th passage
GSM194097	mesenchymal stem cells, lot#4F0760, 28th passage
GSM194075	mesenchymal stem cells, lot#4F1127, 4th passage
GSM194080	mesenchymal stem cells, lot#4F1560, 5th passage
GSM194095	mesenchymal stem cells, lot#4F1560, 28th passage
GSM194076	mesenchymal stem cells, lot#4F0312, 4th passage
